ITEM_SKU,LINE_DESCRIPTION,COLOR,PRODUCT_TYPE,FINISHED_WIDTH,FINISHED_HEIGHT,PRINTED_WIDTH,PRINTED_HEIGHT,PRODUCT_SIZE,PANEL_COUNT,PRODUCT_NAME,MATERIAL,UOM,HISTORICAL_YIELD,MATERIAL_COST,UNIT_PRICE,QTY,PRODUCT_DESCRIPTION,STATUS,NUMBER_UP,CUT_OPTION,SPECIAL_DETAILS,FORMAT,PATTERN_WIDTH,PATTERN_HEIGHT,BOLT_SIZE,ORDER_TYPE,NUMBER_OF_COLORS,STORAGE_TYPE,Source
CWR71P,COWRIE SHELLS - FABRIC (SONIC BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
CWR72P,COWRIE SHELLS - FABRIC (AQUA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DAR-CP,DARTA - FABRIC CUSTOM (PLUM),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DBL30P,DOUBLE DOTTY - FABRIC (BALTIC),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DBL31P,DOUBLE DOTTY - FABRIC (CHERRY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DBL32P,DOUBLE DOTTY - FABRIC (DUNE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DBL33P,DOUBLE DOTTY - FABRIC (CARBON),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DEL20P,DELTA LINEN - FABRIC (THATCH),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DOT1-CP,CUSTOM DOT - FABRIC (NAVY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DT1021670P,DORSET - FABRIC (FOG),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DT1021672A1P,DORSET - FABRIC OUTDOOR (BLUSH),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DT1021672P,DORSET - FABRIC (BLUSH),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DW1009102A1P,DOGWOOD - FABRTIC OUTDOOR (PEAR),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DW1009113P,DOGWOOD - FABRIC (MARSH),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DW1009114P,DOGWOOD - FABRIC (DRAB),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DW1009114RA1P,DOGWOOD - FABRIC OUTD. (DRAB),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DW1009116P,DOGWOOD - FABRIC (HARVEST),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DW1009123A1P,DOGWOOD - FABRIC OUTDOOR (CORAL),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
DW1009123P,DOGWOOD - FABRIC (CORAL),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
ELL1P,ELLSWORTH - FABRIC (BALLET),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
ELL2A1P,ELLSWORTH - FABRIC OUTDOOR (CAPRI BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
ELL3P,ELLSWORTH - FABRIC (STONE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
ELL4A1P,ELLSWORTH - OUTDOOR (COASTAL),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
ELL4P,ELLSWORTH - FABRIC (COASTAL),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
ELL5P,ELLSWORTH - FABRIC (ELDERBERRY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
ELL6P,ELLSWORTH - FABRC (CINDER),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
FH1005103P,FIDDLEHEAD - FABRIC (HYDRANGEA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
FH1005104P,FIDDLEHEAD - FABRIC (BAYBERRY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
FH1005116P,FIDDLEHEAD - FABRIC (HARVEST),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
FH1005123P,FIDDLEHEAD - FABRIC (CORAL),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
FH1005175P,FIDDLEHEAD - FABRIC (OCEAN),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
FH1005207P,FIDDLEHEAD FABRIC (CINNABAR/TAUPE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
FH1005208P,FIDDLEHEAD - FABRIC (SLATE GREEN/TAUPE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
FH1005210P,FIDDLEHEAD - FABRIC (INK/TAUPE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
FH1005220P,FIDDLEHEAD -  FABRIC (CHOCOLATE/TAUPE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
FSH25P,OFF-SHOOT - FABRIC (PARAKEET),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
GRD26P,GRIDLOCK - FABRIC (GLACIER),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
GRD27P,GRIDLOCK - FABRIC (SONIC BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
GSL1001204a1P,GRAND SHANGRILA-FABRIC OUTDOOR(BAYBERRY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV10P,HILLEVI - FABRIC (CLAY/CREAM),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV1A1P,HILLEVI - OUTDOOR FABRIC (GREEN),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV1P,HILLEVI -- FABRIC (GREEN),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV2P,HILLEVI - FABRIC (YELLOW),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV31P,HILLEVI - FABRIC (CHERRY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV32-CP,HILLEVI-FABRIC2 (CHOCOLATE BROWN),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV32P,HILLEVI - FABRIC (DUNE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV33P,HILLEVI - FABRIC (CARBON),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV3A1P,HILLEVI - FABRIC OUTDOOR (AQUA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV3P,HILLEVI - FABRIC (AQUA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV4P,HILLEVI - FABRIC (BUFF),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV5P,HILLEVI - FABRIC (RED),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV6A1P,HILLEVI - FABRIC OUTDOOR (BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HLV6P,HILLEVI - FABRIC (BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HUD1P,HUDSON - FABRIC (WEDGEWOOD),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HUD2A1P,HUDSON - FABRIC OUTDOOR (SEAGLASS),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HUD3P,HUDSON - FABRIC (HEATHERED GRAY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HUD6P,HUDSON - FABRIC (MULBERRY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
HUD8A1P,HUDSON - FABRIC OUTD (MIDNIGHT),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
IGM20A1-CP,INDIAN GAMEBOARD - FABRIC OUTDOOR(GREEN),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
IGM20A1P,INDIAN GAMEBOARD - OUTDOOR (INDIGO/OYST),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
IGM40P,INDIAN GAMEBOARD - FABRIC (CAMEL/OYSTER),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
IND27A1P,INDIENNES - FABRIC OUTD (INDIGO/LT BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
IND27-CP,INDIENNES - FABRIC (CUSTOM BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
IND27P,INDIENNES - FABRIC (INDIGO/LT BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
IND52A1P,INDIENNES - FABRIC OUTDOOR (OTTER/INDIGO,,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
IND52P,INDIENNES - FABRIC (OTTER/INDIGO/SAND),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
IND56P,INDIENNES - FABRIC (OTTER/PAPRIKA/SAND),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
IND65P,INDIENNES - FABRIC (PAPRIKA/SAND),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
IND73P,INDIENNES - FABRIC (LT BLUE/LAGOON),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
INV12P,INVERNESS - FABRIC (NOCTURNE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
INV20P,INVERNESS - FABRIC (MESA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
INV29A1P,INVERNESS - FABRIC OUTDOOR (FROST),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
INV2A1P,INVERNESS - OUTDOOR (ADMIRAL BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
INV2P,INVERNESS - FABRIC (ADMIRAL BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
INV33P,INVERNESS - FABRIC (ARROWHEAD),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JAN29A1P,JANESH - FABRIC OUTDOOR (INDIGO/WHITE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP11A1P,JAIPUR - FABRIC OUTDOOR (ATLANTIC),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP11P,JAIPUR - FABRIC (ATLANTIC),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP12P,JAIPUR - FABRIC (BERRY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP13A1P,JAIPUR - OUTDOOR FABRIC (PAPAYA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP13P,JAIPUR  - FABRIC (PAPAYA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP14P,JAIPUR - FABRIC (ANCHO),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP15P,JAIPUR - FABRIC (CAPRI BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP16P,JAIPUR - FABRIC (OCHRE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP1P,JAIPUR - FABRIC (PUMPKIN/CHILI),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP2P,JAIPUR - FABRIC (OCEAN/OLIVE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP4P,JAIPUR - FABRIC (PERSIMMON),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JP-CP,JAIPUR - FABRIC (AQUA/METALLIC),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
JYA20A1P,JAYA - FABRIC OUTDOOR (INDGO/OYSTER),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KB6P,KEY BISCAYNE - FABRIC (LIME),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KB7A1P,KEY BISCAYNE - FABRIC OUTDOOR (IVORY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KB7P,KEY BISCAYNE - FABRIC (IVORY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KL10P,KALAHARI (FABRIC)- CHESTNUT,,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KL11P,KALAHARI - FABRIC (FOG),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KL14P,KALAHARI - FABRIC (BAMBOO),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KL15P,KALAHARI - FABRIC (MINK),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KL5P,kALAHARI - FABRIC (MALT),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLI10P,KALI - FABRIC (BISQUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLI1-CP,KALI - CUSTOM - FABRIC (OTTER/SAND),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLI1P,KALI - FABRIC (CHOCOLATE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLI4-CP,KALI - FABRIC (CUSTOM COLOR),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLI8P,KALI - FABRIC (CORN),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLM10P,KALIMBA - FABRIC (ICE BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLM11P,KALIMBA - FABRIC (INDIGO),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLM17P,KALIMBA - FABRIC (AMETHYST),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLM22P,KALIMBA - FABRIC (SNAPDRAGON),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLM24P,KALIMBA - FABRIC (CASHMERE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLM3P,KALIMBA - FABRIC (BAHAMA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KLM6P,KALIMBA - FABRIC (GENETIAN),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KOR1P,KORI - FABRIC (GREEN),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KOR2P,KORI - FABRIC (YELLOW),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KOR3P,KORI - FABRIC (AQUA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KOR4P,KORI - FABRIC (BUFF),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KOR5A1P,KORI - OUTDOOR FABRIC (RED),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KOR6A1P,KORI - FABRIC OUTDOOR (BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KOR6P,KORI - FABRIC (BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KU1P,KUSUM - FABRIC (ELI BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KU4A1P,KUSUM - FABRIC OUTDOOR (MASCARA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
KU4P,KUSUM - FABRIC (MASCARA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LA5P,LAUNDERED LINEN - FABRIC (PEONY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LB15A1P,LIBBY'S STRIPE - FABRIC OUTDOOR(DANAUBE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LB9P,LIBBY'S STRIPE - FABRIC (BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LBC17P,LAUREN CHECK - FABRIC (AMETHYST),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LD25-CP,LEOPARDO - FABRIC (WEDGEWOOD/PERIWINKLE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LD25P,LIDO - (WEDGEWOOD/PERIWINKLE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LMA11P,LUMA - FABRIC (INDIGO),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LMA67P,LUMA - FABRIC (HEATHERED GRAY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LMA76P,LUMA - FABRIC (OLIVE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LMA78A1P,LUMA - FABRIC OUTDOOR (FLAME),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LMA9A1P,LUMA - FABRIC OUTDOOR (AVOCADO),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LMA9A4P,LUMA - FABRIC OUTDOOR (AVOCADO),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LPD11P,LEOPARDO - FABRIC (POWDER),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LPD12P,LEOPARDO - FABRIC (HEATHERED GRAY),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LPD13P,LEOPARDO - FABRIC (WEDGEWOOD),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LPD23P,LEOPARDO - FABRIC (MIDNIGHT/SMOKE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LPD24P,LEOPARDO - FABRIC (GUMBALL),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LPD25P,LEOPARDO - FABRIC (PARAKEET),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LPD26A1P,LEOPARDO - FABRIC (GLACIER) OUTDOOR,,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LPD26P,LEOPARDO - FABRIC (GLACIER),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LPD27P,LEOPARDO - FABRIC (SONIC BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LYR03P,LABYRINTH - FABRIC (BAHAMA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LYR11P,LABYRINTH - FABRIC (INDIGO),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LYR13P,LABYRINTH - FABRC (SKYLIGHT),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LYR16P,LABYRINTH - FABRIC (BOUDOIR),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LYR17P,LABYRINTH - FABRIC (AMETHYST),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
LYR18P,LABYRINTH - FABRIC (MISCHIEF),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
MG1010111P,MARGI - FABRIC (OLIVINE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
MG1010116P,MARGI - FABRIC (HARVEST),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
MQ30P,MIQUETTE - FABRIC (FERN),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
MSK1P,MOSAIK - FABRIC (GREEN),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
MSK2A1P,MOSAIK - FABRIC OUTDOOR (YELLOW),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
MZ11P,MOZIA - FABRIC (MALVA),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
MZ12P,MOZIA - FABRIC (GIALLO),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
MZ2P,MOZIA - FABRIC (CELESTIAL),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
PCH20P,PICCHA - FABRIC (INDIGO/OYSTER),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
SC39A1P,SCONSET - FABRIC OUTDOOR (TANGERINE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
SD5A1P,SPATTER DASH - FABRIC OUTDOOR (MULTI),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
SL1001102-CP,SHANGRI-LA -FABRIC (CUSTOM GREEN),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
SL1001123-CP,SHANGRI-LA - FABRIC (CUSTOM COLOR),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
SL1001123P,SHANGRI-LA - FABRIC (CORAL),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
SRP3A1P,SARPA - FABRIC OUTDOOR (PLUM),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
STR40A1P,SINTRA - FABRIC OUTDOOR (CAMEL/OYSTER),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
STR51A1P,SINTRA - FABRIC OUTDOOR (OTTER/SAND),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
TLM6A1P,TULUM - FABRIC OUTDOOR (PARAKEET),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
TP3P,TAPA - FABRIC (LAPIS),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
TRW40A1P,TROTWOOD - FABRIC OUTDOOR (DUSK),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
TRW4-CP,TROTWOOD - FABRIC (BEACON HILL CUSTOM),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
TU1011400P,TUPELO - FABRIC (CREAM/HEMP),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
TUL37A1P,TULSI - FABRIC OUTDOOR (LAGOON LT BLUE),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
TWY38P,TWIGGY - FABRIC (CARROT),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
ZA30P,ZANZIBAR - FABRIC (BALTIC),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
ZB5P,ZEBRA - FABRIC (BAMBOO),,Fabric,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
9605,MONTCLAIR STRIE - WALLPAPER (SAGE),,Paper,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
72001,OLANA - WALL (CHAMPAGNE/SILVER),,Paper,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
72002,OLANA - WALLPAPER (CHAMPAGNE/MOSS),,Paper,,,,,,,,"	--> Select Material",,,,,,,A,,,,,,,,Screen Print,,,Everest
