Order-Line,Order number,Line Number,Order title,Customer name,Account Manager,Sales Rep,Line Description,Product Name,Material,Material Category,Material Sub Category,Storage type,Amount,Amount Numeric,Unit cost,Extended cost,Width per print,Prints across,Machine name,Machine mode,GL Code,Cost Step,Current Step,Order Status,Batch Id,Cost Transaction Date,Cost Created By,Line Revenue,Tags,Line Tags,Com Message Text
F0010062-1,F0010062,1,MTO (F0010062),F. SCHUMACHER & CO - MTO,,,Kobai Panel Set,Kobai Panel Set - 5011460 (Mineral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",72 Linear Feet,72,0,0.03,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2452133,8/5/2025,XIACHEN,,,6,
F0010069-1,F0010069,1,MTO (F0010069),F. SCHUMACHER & CO - MTO,,,Orissa Panel,Orissa Panel - 5011450 (Alabaster),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",180 Linear Feet,180,0,0.08,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2506015,8/21/2025,SARAH,,,4,
F0010073-1,F0010073,1,MTO (F0010073),F. SCHUMACHER & CO - MTO,,,Les Oiseaux Art Panel,Les Oiseaux Art Panel - ART50151511 (Ivory),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",78.54 Linear Feet,78.54,0,0.03,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2463191,8/7/2025,BLAWLOR@FSCO.COM,,,2.38,
F0010175-1,F0010175,1,MTO (F0010175),F. SCHUMACHER & CO - MTO,,,Shell Grotto Panel,Shell Grotto Panel - 5015161 (Sand),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",204 Linear Feet,204,0,0.09,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2460405,8/7/2025,SHELBY,,,4,
F0010197-1,F0010197,1,MTO (F0010197),F. SCHUMACHER & CO - MTO,,,Kobai Panel Set,Kobai Panel Set - 5011460 (Mineral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",72 Linear Feet,72,0,0.03,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2452134,8/5/2025,XIACHEN,,,6,
F0010198-1,F0010198,1,Custom MTO (F0010198),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Mr. Darcy Panel Set,Custom Mr. Darcy Panel Set - 850149 (Pemberley Green),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",168 Linear Feet,168,0,0.07,60 inches,1,Chyna,300dpi,,Print,Invoiced,Invoiced,2499595,8/19/2025,COCONNOR@FSCO.COM,,,28,
F0010404-1,F0010404,1,Custom MTO (F0008965) (F0010404),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom La Cite Panel Set,Custom La Cite Panel Set - 850174 (Ebony on Cream),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",180 Linear Feet,180,0,0.08,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2480867,8/13/2025,COCONNOR@FSCO.COM,,,15,
F0010422-1,F0010422,1,Panel (F0010422),F. SCHUMACHER & CO - HUB,,,Sirene Panel Set,Sirene Panel Set - 5010901 (Opal),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",27.9249 Linear Feet,27.9249,0,0.03,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,2679343,10/10/2025,SHELBY,,,8,
F0010460-1,F0010460,1,Custom MTO (F0010460),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Madame de Pompadour Panel Set SKO,Custom Madame De Pompadour Panel Set SKO - SKO850218 (Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Chyna,300dpi,,Print,Invoiced,Invoiced,2552237,9/4/2025,COCONNOR@FSCO.COM,,,1,
F0010464-1,F0010464,1,MTO (F0010464),F. SCHUMACHER & CO - MTO,,,Shell Grotto Panel,Shell Grotto Panel - 5015166 (Coral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",60 Linear Feet,60,0,0.06,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2577991,9/11/2025,JOE,,,4,
F0010509-1,F0010509,1,Custom MTO (F0010509),F. SCHUMACHER & CO. CUSTOM MTO,,,"Custom Les Oiseaux Panel Set 76"" H","Custom Les Oiseaux Panel Set 76"" H - 850200 (Apple Green)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",7.5 Linear Feet,7.5,0,0,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2589294,9/16/2025,SARAH,,,6.33,
F0010544-1,F0010544,1,Panel (F0010544),F. SCHUMACHER & CO - HUB,,,SPOTSWOOD CREWEL 2 PANEL SET,SPOTSWOOD CREWEL 2 PANEL SET 5017321 (SAGE),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",506.6913 Linear Feet,506.6913,0,0.54,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,2695099,10/16/2025,SREMSON@PARAMOUNTPRINTS.COM,,,9.33,
F0010549-1,F0010549,1,Custom MTO (F0010549),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Madame De Pompadour Panel Set,Custom Madame de Pompadour Panel Set - 850191 (Green),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",73.3332 Linear Feet,73.3332,0,0.03,60 inches,1,LASH,300dpi,,Print,Invoiced,Invoiced,2594466,9/17/2025,XIACHEN,,,2.21,
F0010561-1,F0010561,1,Custom MTO (F0010561),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Les Oiseaux Panel Set,Custom Les Oiseaux Panel Set - 850190 (Parchment),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",36 Linear Feet,36,0,0.02,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2599348,9/18/2025,SARAH,,,6,
F0010633-1,F0010633,1,Custom MTO (F0010633),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Shell Grotto Panel,Custom Shell Grotto Panel - 850173 (Sand),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",44.3454 Linear Feet,44.3454,0,0.02,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2594331,9/17/2025,SREMSON@PARAMOUNTPRINTS.COM,,,30,
F0010696-1,F0010696,1,MTO (F0010696),F. SCHUMACHER & CO - MTO,,,Shell Grotto Panel,Shell Grotto Panel - 5015165 (Seafoam),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",24 Linear Feet,24,0,0.03,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2590055,9/16/2025,JOE,,,4,
F0010719-1,F0010719,1,MTO (F0010719),F. SCHUMACHER & CO - MTO,,,Swedish Manor Panel,Swedish Manor Panel - 5015171 (White),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",108 Linear Feet,108,0,0.12,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2591422,9/16/2025,JEANNE,,,4,
F0010722-1,F0010722,1,MTO (F0010722),F. SCHUMACHER & CO - MTO,,,Chinois Palais Panel,Chinois Palais Panel - 5007127 (Noir),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",204 Linear Feet,204,0,0.09,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,2605210,9/19/2025,BLAWLOR@FSCO.COM,,,4,
F0010762-1,F0010762,1,Custom MTO (F0010762),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Les Oiseaux Panel Set,Custom Les Oiseaux Panel Set - 850226 (Parchment),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",136.6668 Linear Feet,136.6668,0,0.15,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2642311,10/1/2025,SREMSON@PARAMOUNTPRINTS.COM,,,4.56,
F0010796-1,F0010796,1,Custom MTO (F0010796),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Spotswood Crewel Panel Set SKO,Custom Spotswood Crewel Panel Set SKO - SKO850227 (Sky),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2635657,9/29/2025,PKEEFER@FSCO.COM,,,1,
F0010818-1,F0010818,1,Panel (F0010818),F. SCHUMACHER & CO - HUB,,,Chatoyant Panel Set,Chatoyant Panel Set - 5010890 (Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",513.3087 Linear Feet,513.3087,0,0.55,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,2685751,10/14/2025,BLAWLOR@FSCO.COM,,,12,
F0010896-1,F0010896,1,MTO (F0010896),F. SCHUMACHER & CO - MTO,,,Birdsong 3 Panel Set,Birdsong 3 Panel Set - 5017110 (Carbon),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",155.817 Linear Feet,155.817,0,0.17,60 inches,1,EMBER,300dpi,,Print,Invoiced,Invoiced,2603991,9/19/2025,JEANNE,,,16,
F0010962-1,F0010962,1,MTO (F0010962),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Eaton's Landscape Panel Set SKO,Custom Eaton's Landscape Panel Set SKO - SKO850236 (Document),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2607042,9/19/2025,PKEEFER@FSCO.COM,,,1,
F0010991-1,F0010991,1,MTO (F0010991),F. SCHUMACHER & CO - MTO,,,Ascendance Panel Set,Ascendance Panel Set - 5016030 (Dusk),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",144 Linear Feet,144,0,0.06,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2625200,9/25/2025,PKEEFER@FSCO.COM,,,12,
F0010992-1,F0010992,1,Panel (F0010992),F. SCHUMACHER & CO - HUB,,,Ascendance Panel Set,Ascendance Panel Set - 5016030 (Dusk),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",360 Linear Feet,360,0,0.15,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2626371,9/25/2025,BLAWLOR@FSCO.COM,,,12,
F0011013-1,F0011013,1,MTO (F0011013),F. SCHUMACHER & CO - MTO,,,Brighton Pavilion,Brighton Pavilion  - 5007741 (Peacock),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",228 Linear Feet,228,0,0.25,60 inches,1,LASH,300dpi,,Print,Invoiced,Invoiced,2673699,10/9/2025,COCONNOR@FSCO.COM,,,4,
F0011016-1,F0011016,1,MTO (F0009896) (F0011016),F. SCHUMACHER & CO - MTO,,,Brighton Pavilion Panel,Brighton Pavilion Panel - 5007747 (Yellow),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",96 Linear Feet,96,0,0.1,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2603989,9/19/2025,JEANNE,,,4,
F0011124-1,F0011124,1,MTO (F0011124),F. SCHUMACHER & CO - MTO,,,Chatoyant Panel Set,Chatoyant Panel Set - 5010890 (Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",18.3087 Linear Feet,18.3087,0,0.02,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,2685747,10/14/2025,BLAWLOR@FSCO.COM,,,12,
F0011135-1,F0011135,1,MTO (F0011135),F. SCHUMACHER & CO - MTO,,,Bisou Panel Set,Bisou Panel Set - 5010933 (Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",540 Linear Feet,540,0,0.58,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,2725313,10/24/2025,XIACHEN,,,12,
F0011136-1,F0011136,1,MTO (F0011136),F. SCHUMACHER & CO - MTO,,,Chaucer's Forest Panel Set,Chaucer's Forest Panel Set - 5013292 (Slate),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",120 Linear Feet,120,0,0.13,60 inches,1,Glow,4p,,Print,Invoiced,Invoiced,2699887,10/17/2025,SUSAN,,,8,
F0011146-1,F0011146,1,Custom MTO (F0011146),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Steps Panel Set Section A,Custom Steps Panel Set Section A - 850166 (Rose & Camel),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",72 Linear Feet,72,0,0.08,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2665905,10/8/2025,SHELBY,,,12,
F0011174-1,F0011174,1,Custom MTO (F0011174),F. SCHUMACHER & CO. CUSTOM MTO,,,"Custom Les Oiseaux Panel Set 76"" H","Custom Les Oiseaux Panel Set 76"" H - 850239 (Apple Green)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.05,60 inches,1,Chyna,300dpi,,Print,Invoiced,Invoiced,2628132,9/26/2025,SHELBY,,,4.56,
F0011178-1,F0011178,1,MTO (F0011178),F. SCHUMACHER & CO - MTO,,,Kanji Panel Set,Kanji Panel Set - 5011791 (Natural),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",234 Linear Feet,234,0,0.25,60 inches,1,LASH,300dpi,,Print,Invoiced,Invoiced,2700335,10/17/2025,COCONNOR@FSCO.COM,,,13,
F0011207-1,F0011207,1,MTO (F0011207),F. SCHUMACHER & CO - MTO,,,Kanji Panel Set,Kanji Panel Set - 5011791 (Natural),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",273 Linear Feet,273,0,0.29,60 inches,1,LASH,300dpi,,Print,Invoiced,Invoiced,2658918,10/6/2025,PKEEFER@FSCO.COM,,,13,
F0011233-1,F0011233,1,MTO (F0011233),F. SCHUMACHER & CO - MTO,,,SPOTSWOOD CREWEL 2 PANEL SET,SPOTSWOOD CREWEL 2 PANEL SET 5017321 (SAGE),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",55.98 Linear Feet,55.98,0,0.06,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,2695100,10/16/2025,SREMSON@PARAMOUNTPRINTS.COM,,,9.33,
F0011266-1,F0011266,1,MTO (F0011266),F. SCHUMACHER & CO - MTO,,,Shell Grotto Panel,Shell Grotto Panel - 5015164 (Seafoam),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",39 Linear Feet,39,0,0.02,60 inches,1,EMBER,300dpi,,Print,Invoiced,Invoiced,2666126,10/8/2025,JEANNE,,,4,
F0011269-1,F0011269,1,MTO (F0011269),F. SCHUMACHER & CO - MTO,,,Ascendance Panel Set,Ascendance Panel Set - 5016030 (Dusk),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",252 Linear Feet,252,0,0.27,60 inches,1,LASH,300dpi,,Print,Invoiced,Invoiced,2661060,10/7/2025,SARAH,,,12,
F0011290-1,F0011290,1,MTO (F0011290),F. SCHUMACHER & CO - MTO,,,Villa Panel,Villa Panel - 5009910 (Dove),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",156 Linear Feet,156,0,0.07,60 inches,1,EMBER,300dpi,,Print,Invoiced,Invoiced,2668684,10/8/2025,JEANNE,,,4,
F0011344-1,F0011344,1,MTO (F0011344),F. SCHUMACHER & CO - MTO,,,Brighton Pavilion,Brighton Pavilion  - 5007741 (Peacock),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",156 Linear Feet,156,0,0.17,60 inches,1,LASH,300dpi,,Print,Invoiced,Invoiced,2673702,10/9/2025,COCONNOR@FSCO.COM,,,4,
F0011376-1,F0011376,1,Custom MTO (F0011376),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Madame de Pompadour Panel Set SKO,Custom Madame De Pompadour Panel Set SKO - SKO850218 (Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2659550,10/6/2025,PKEEFER@FSCO.COM,,,1,
F0011472-1,F0011472,1,Panel (F0011472),F. SCHUMACHER & CO - HUB,,,Chinois Palais Panel,Chinois Palais Panel - 5007121 (BlushConch),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",326.1585 Linear Feet,326.1585,0,0.35,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2710296,10/21/2025,SARAH,,,4,
F0011473-1,F0011473,1,Panel (F0011473),F. SCHUMACHER & CO - HUB,,,Chaucer's Forest Panel Set,Chaucer's Forest Panel Set - 5013292 (Slate),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",108.1113 Linear Feet,108.1113,0,0.12,60 inches,1,Glow,4p,,Print,Invoiced,Invoiced,2699888,10/17/2025,SUSAN,,,8,
F0011487-1,F0011487,1,Regular (F0011487),F. SCHUMACHER & CO - HUB,,,Chinois Palais Panel,Chinois Palais Panel - 5015440 (Stone),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",600 Linear Feet,600,0,0.65,60 inches,1,Glow,4p,,Print,Invoiced,Invoiced,2720581,10/23/2025,XIACHEN,,,4,
F0011677-1,F0011677,1,MTO (F0011677),F. SCHUMACHER & CO - MTO,,,Chinois Palais Panel,Chinois Palais Panel - 5007121 (BlushConch),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",132 Linear Feet,132,0,0.14,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2710300,10/21/2025,SARAH,,,4,
F0004174-1,F0004174,1,Paper (F0004174),F. SCHUMACHER & CO - NEW GOODS,,,VALIANT,VALIANT - 5017152 (DOVE),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.38,60 inches,1,Trish,,,Print,Invoiced,Invoiced,2034762,3/7/2025,COCONNOR@FSCO.COM,,,,
F0004178-1,F0004178,1,Paper (F0004178),F. SCHUMACHER & CO - NEW GOODS,,,VALIANT,VALIANT - 5017150 (NATURAL),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",150 Linear Feet,150,0,0.06,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,,3/7/2025,COCONNOR@FSCO.COM,,,,
F0004179-1,F0004179,1,Paper (F0004179),F. SCHUMACHER & CO - NEW GOODS,,,VALIANT,VALIANT - 5017151 (MINERAL),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",150 Linear Feet,150,0,0.06,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,2034771,3/7/2025,COCONNOR@FSCO.COM,,,,
F0004180-1,F0004180,1,Paper (F0004180),F. SCHUMACHER & CO - NEW GOODS,,,VALIANT,VALIANT - 5017152 (DOVE),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",150 Linear Feet,150,0,0.06,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,,3/7/2025,COCONNOR@FSCO.COM,,,,
F0004181-1,F0004181,1,Paper (F0004181),F. SCHUMACHER & CO - NEW GOODS,,,VALIANT,VALIANT - 5017153 (CHARCOAL),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",150 Linear Feet,150,0,0.06,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,,3/7/2025,COCONNOR@FSCO.COM,,,,
F0004245-1,F0004245,1,Wings (F0004245),F. SCHUMACHER & CO - NEW GOODS,,,"Birdsong 3 Panel Set Eng. Wings 60""","Birdsong 3 Panel Set Eng. Wings 60"" - ENG5017111W-60 (Ivory)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",60.12 Linear Feet,60.12,0,0.03,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,2157230,4/24/2025,JEANNE,,,,
F0004246-1,F0004246,1,Wings (F0004246),F. SCHUMACHER & CO - NEW GOODS,,,"Birdsong 3 Panel Set Eng. Wings 72""","Birdsong 3 Panel Set Eng. Wings 72"" - ENG5017110W-72 (Carbon)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",120 Linear Feet,120,0,0.05,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,2157231,4/24/2025,JEANNE,,,,
F0004247-1,F0004247,1,Wings (F0004247),F. SCHUMACHER & CO - NEW GOODS,,,"Birdsong 3 Panel Set Eng. Wings 60""","Birdsong 3 Panel Set Eng. Wings 60"" - ENG5017110W-60 (Carbon)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",60.12 Linear Feet,60.12,0,0.03,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,2157233,4/24/2025,JEANNE,,,,
F0004260-1,F0004260,1,Wings (F0004260),F. SCHUMACHER & CO - NEW GOODS,,,"Sublime 4 Panel Set Eng. Wings 72""","Sublime 4 Panel Set Eng. Wings 72"" - ENG5017131W-72 (Parchment/Gold)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",96 Linear Feet,96,0,0.04,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,2133198,4/16/2025,JEANNE,,,,
F0004261-1,F0004261,1,Wings (F0004261),F. SCHUMACHER & CO - NEW GOODS,,,"Sublime 4 Panel Set Eng. Wings 60""","Sublime 4 Panel Set Eng. Wings 60"" - ENG5017131W-60 (Parchment/Gold)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",40.08 Linear Feet,40.08,0,0.02,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,2133200,4/16/2025,JEANNE,,,,
F0005161-1,F0005161,1,Regular (F0005161)/S04277,F. SCHUMACHER & CO - HUB,,,Folly,Folly - 5008004 (OrpingtonBlue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.38,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,,2/14/2025,COCONNOR@FSCO.COM,,,,
F0005395-1,F0005395,1,Regular (F0005395)/S04348,F. SCHUMACHER & CO - HUB,,,Western Toile,Western Toile - 5016440 (Carbon),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.38,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,,2/19/2025,COCONNOR@FSCO.COM,,,,
F0005404-1,F0005404,1,Regular (F0005404)/S04357,F. SCHUMACHER & CO - HUB,,,PALINDROME,PALINDROME - 5015290 (Sand),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",300 Linear Feet,300,0,0.13,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,,2/19/2025,COCONNOR@FSCO.COM,,,,
F0005556-1,F0005556,1,Regular (F0005556)/S04419,F. SCHUMACHER & CO - HUB,,,Trace,Trace - 5013991 (Sea),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",1800 Linear Feet,1800,0,0.77,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,1943995,1/24/2025,COCONNOR@FSCO.COM,,,,
F0005650-1,F0005650,1,Regular (F0005650)/S04458,F. SCHUMACHER & CO - HUB,,,Magnolia Tree,Magnolia Tree - 5016930 (Dusty Sky),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.38,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,2003249,2/21/2025,COCONNOR@FSCO.COM,,,,
F0005727-1,F0005727,1,Regular (F0005727)/S04489,F. SCHUMACHER & CO - HUB,,,Western Toile,Western Toile - 5016441 (Olive),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",1200 Linear Feet,1200,0,0.51,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,1999995,2/20/2025,COCONNOR@FSCO.COM,,,,
F0005764-1,F0005764,1,Regular (F0005764),F. SCHUMACHER & CO - HUB,,,Celinda,Celinda - 5016360 (Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.38,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,1973190,2/7/2025,COCONNOR@FSCO.COM,,,,
F0005834-1,F0005834,1,Regular (F0005834),F. SCHUMACHER & CO - HUB,,,Tiasquam,Tiasquam  - 5011820 (Sky),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.38,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,1973199,2/7/2025,COCONNOR@FSCO.COM,,,,
F0005915-1,F0005915,1,Regular (F0005915),F. SCHUMACHER & CO - HUB,,,Aveline,Aveline - 5013192 (Rose),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.38,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,,2/19/2025,COCONNOR@FSCO.COM,,,,
F0005920-1,F0005920,1,MTO (F0005920),F. SCHUMACHER & CO - MTO,,,Villa Stripe,Villa Stripe - 5009924 (LightNeutral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",180 Linear Feet,180,0,0.08,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,,1/23/2025,PKEEFER@FSCO.COM,,,,
F0005921-1,F0005921,1,Regular (F0005921),F. SCHUMACHER & CO - HUB,,,Betty,Betty - 5009870 (QuietPink),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.38,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,1957883,1/31/2025,COCONNOR@FSCO.COM,,,,
F0006006-1,F0006006,1,Custom MTO (F0006006),F. SCHUMACHER & CO. CUSTOM MTO,,,Villa Stripe,Villa Stripe - 5009924 (LightNeutral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",180 Linear Feet,180,0,0.08,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,1957771,1/31/2025,COCONNOR@FSCO.COM,,,,
F0006028-1,F0006028,1,Regular (F0006028),F. SCHUMACHER & CO - HUB,,,Toile Tropique,Toile Tropique  - 5011481 (Black),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.38,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,1973186,2/7/2025,COCONNOR@FSCO.COM,,,,
