PO Number,Line Number,Vendor name,Material,Storage,Unit Cost,Extended Cost,Vendor Sku,Description,Qty,Received Qty,Open Qty,Gl Code,Due date,Created by,Creation date,Last Updated By,Last Update Date,Invoice Number,Status,Source,Contract,Sales Order Status
178,1,"P+W International Co., Ltd.",PNW5004724 Fog,"36"" Roll - ROLL",4.65,3831.6,5004724,,824,825,0,,3/10/2025,DFARLEY@FSCO.COM,3/11/2025,JMCDONOUGH2011@GMAIL.COM,6/13/2025,,Received Complete,Manual,,
175,1,DYE INTO PRINT,TEST YARDAGE- LONDON LINEN,TEMP - SHEET,13.5,135,TEST YD-LONDON,,10,10,0,,4/1/2025,MMUNK@FSCO.COM,3/5/2025,MMUNK@FSCO.COM,5/6/2025,,Received Complete,Manual,,
174,1,SBI,SBI C-0 DWR Stain Treatment,TEMP - SHEET,2.75,55,SBI C-0 DWR,,20,20,0,,4/1/2025,MMUNK@FSCO.COM,3/5/2025,MMUNK@FSCO.COM,5/6/2025,,Received Complete,Manual,,
171,1,"P+W International Co., Ltd.",PNW5007950 PM (Natural),"54"" Roll - ROLL",9.99,1918.08,5007950,,192,192,0,,3/7/2025,DFARLEY@FSCO.COM,2/28/2025,DFARLEY@FSCO.COM,2/28/2025,,Received Complete,Manual,,
159,1,DYE INTO PRINT,SLF-LIL-COA,TEMP - SHEET,2.98,1788,SLF-LIL-COA,,600,600,0,,4/11/2025,MMUNK@FSCO.COM,2/24/2025,MMUNK@FSCO.COM,5/6/2025,,Received Complete,Manual,,
158,1,DYE INTO PRINT,SLF-KIM-SKY,TEMP - SHEET,10.25,2203.75,SLF-KIM-SKY,,215,215,0,,3/14/2025,MMUNK@FSCO.COM,2/20/2025,MMUNK@FSCO.COM,5/6/2025,,Received Complete,Manual,,
151,1,AMERICAN FABRIC PROCESSORS,AFP C-0 PRETREATMENT,TEMP - SHEET,5,2405,AFP-C0-PRE,,481,481,0,,3/1/2025,MMUNK@FSCO.COM,2/12/2025,MMUNK@FSCO.COM,5/6/2025,,Received Complete,Manual,,
139,1,TWIL WALLCOVERINGS,PAR5004703 Mocha,"36"" Roll - ROLL",7.71,123.36,SG2207RSP,,16,16,0,,1/30/2025,DFARLEY@FSCO.COM,1/30/2025,DFARLEY@FSCO.COM,1/30/2025,,Received Complete,Manual,,
138,1,TWIL WALLCOVERINGS,PAR5004707 Nile,"36"" Roll - ROLL",7.71,1850.4,5004707,,240,240,0,,1/30/2025,DFARLEY@FSCO.COM,1/30/2025,DFARLEY@FSCO.COM,1/30/2025,,Received Complete,Manual,,
132,1,DYE INTO PRINT,SLF-LIL-PIS_DIP,TEMP - SHEET,8.95,1790,SLF-LIL-PIS_DIP,,200,200,0,,3/25/2025,KMUI@PARAMOUNTPRINTS.COM,1/28/2025,MMUNK@FSCO.COM,5/6/2025,,Received Complete,Manual,,
95,1,BREWSTER HOME FASIONS,BNY5004716 48y Brewster Ivory,"36"" Roll - ROLL",6.18,6180,,,1000,973.33,0,,11/15/2024,LIFTADMIN,11/21/2024,JMCDONOUGH2011@GMAIL.COM,12/20/2024,,Received Complete,Manual,,
77,1,TWIL WALLCOVERINGS,PAR5004706 Cornflower,"36"" Roll - ROLL",7.44,1785.6,5004706,,240,240,0,,11/5/2024,DFARLEY@FSCO.COM,11/5/2024,DFARLEY@FSCO.COM,11/22/2024,,Received Complete,Manual,,
70,1,"P+W International Co., Ltd.",PNW5004706 Cornflower,"36"" Roll - ROLL",4.65,7784.1,5004706,,1674,1674,0,,10/29/2024,BARI,10/28/2024,BARI,10/28/2024,,Received Complete,Manual,,
69,1,Griswold,PARSailcloth (Natural),Fabric - ROLL,7.5,5265,SAILCLOTH NATURAL,,702,702,0,,10/29/2024,BARI,10/28/2024,BARI,10/28/2024,,Received Complete,Manual,,
68,1,Parthenon Prints Inc,PARSussex Natural,Fabric - ROLL,6,2040,Sussex Natural,,340,340,0,,10/29/2024,BARI,10/28/2024,BARI,10/28/2024,,Received Complete,Manual,,
66,1,Griswold,PAR2-ply (Natural),Fabric - ROLL,8.76,10078.38,SAILCLOTH (NATURAL),,1150.5,1150.5,0,,10/28/2024,BARI,10/28/2024,BARI,10/28/2024,,Received Complete,Manual,,
299,1,Test Vendor,TESTSku,"60"" Roll - ROLL",3,1350,TESTSku1,,450,450,0,,8/19/2025,JMCDONOUGH2011@GMAIL.COM,8/19/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Cancelled,Manual,,
298,1,Test Vendor,TESTSku,"60"" Roll - ROLL",3,900,TESTSku1,,300,300,0,,8/19/2025,JMCDONOUGH2011@GMAIL.COM,8/19/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Cancelled,Manual,,
287,1,Test Vendor,TESTSku,"60"" Roll - ROLL",3,2700,TESTSku1,,900,900,0,,8/6/2025,JMCDONOUGH2011@GMAIL.COM,8/6/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Cancelled,Manual,,
263,1,Sattler,PARProse (14500 Snow),Fabric - ROLL,14.01,11137.95,14500 Snow,,795,795,0,,8/15/2025,BLAWLOR@FSCO.COM,7/17/2025,JMCDONOUGH2011@GMAIL.COM,8/19/2025,,Partially Received,Manual,,
262,1,Brooklyn Navy Yard,5018110-BNY,"60"" Roll - ROLL",200.01,5600.28,5018110-BNY,,28,28,0,,7/15/2025,BLAWLOR@FSCO.COM,7/15/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,,Cancelled,Manual,,
260,1,Brooklyn Navy Yard,ENG5018110W-72-BNY,"60"" Roll - ROLL",14.01,224.16,ENG5018110W-72-BNY,,16,16,0,,7/15/2025,BLAWLOR@FSCO.COM,7/15/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,,Cancelled,Manual,,
259,1,Brooklyn Navy Yard,Palazzo Memos - MS5018110-BNY Antique,"60"" Roll - ROLL",1.29,1290,MS5018110-BNY,,1000,1000,0,,7/16/2025,BLAWLOR@FSCO.COM,7/15/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,,Cancelled,Manual,,
239,1,SUMEC,TESTSku,"60"" Roll - ROLL",3.51,1228.5,TestSku3,,350,350,0,,6/2/2025,JMCDONOUGH2011@GMAIL.COM,6/2/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Cancelled,Manual,,
230,1,Griswold,PARSailcloth (Natural),Fabric - ROLL,8.01,1602,SAILCLOTH NATURAL,,200,200,0,,6/20/2025,BLAWLOR@FSCO.COM,5/19/2025,DFARLEY@FSCO.COM,7/21/2025,,Partially Received,Manual,,
226,1,TWIL WALLCOVERINGS,PAR5007872 HEMP SHIMMER (Silver),"36"" Roll - ROLL",7.71,23222.52,5007872,,3012,3012,0,,5/8/2025,DFARLEY@FSCO.COM,5/8/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,,Partially Received,Manual,,
182,1,F. SCHUMACHER & CO,TESTSku,"60"" Roll - ROLL",3.99,1596,TESTSku2,,400,400,0,,3/26/2025,JMCDONOUGH2011@GMAIL.COM,3/21/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Cancelled,Manual,,
181,1,Test Vendor,TESTSku,"60"" Roll - ROLL",3,900,TESTSku1,,300,300,0,,3/25/2025,JMCDONOUGH2011@GMAIL.COM,3/21/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Cancelled,Manual,,
180,1,OMNI W.C. INC,"BNYCPG7100 60"" 210Y","60"" Roll - ROLL",1.74,0,CPG 7100 60”,,0,0,0,,4/15/2025,JMCDONOUGH2011@GMAIL.COM,3/21/2025,JMCDONOUGH2011@GMAIL.COM,3/21/2025,,Cancelled,Manual,,
168,1,TWIL WALLCOVERINGS,PAR5007872 HEMP SHIMMER (Silver),"36"" Roll - ROLL",7.71,7895.04,5007872,,1024,1024,0,,4/11/2025,BLAWLOR@FSCO.COM,2/28/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,,Partially Received,Manual,,
142,1,TWIL WALLCOVERINGS,PAR5004718 Haze,"36"" Roll - ROLL",6.45,5572.8,5004718,,864,864,0,,2/14/2025,BLAWLOR@FSCO.COM,1/31/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,,Partially Received,Manual,,
128,1,Griswold,PAR377 BLEACHED,Fabric - ROLL,12,3564,377 Bleached,,297,297,0,,2/7/2025,BLAWLOR@FSCO.COM,1/17/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,,Partially Received,Manual,,
78,1,BREWSTER HOME FASIONS,BNY5004716 48y Brewster Ivory,"36"" Roll - ROLL",18.57,18570,,,1000,1000,0,,11/7/2024,LIFTADMIN,11/7/2024,BKOUPAL@FSCO.COM,7/21/2025,,Invoice Posted,Manual,,
76,1,OMNI W.C. INC,"BNYCPG7100 60"" 210Y","60"" Roll - ROLL",1.74,1740,CPG 7100 60”,,1000,1000,0,,10/31/2024,BLAWLOR@FSCO.COM,10/31/2024,BLAWLOR@FSCO.COM,11/4/2024,,Cancelled,Manual,,
71,1,TWIL WALLCOVERINGS,PAR5004707 Nile,"36"" Roll - ROLL",7.71,9252,5004707,,1200,1200,0,,10/29/2024,BARI,10/28/2024,BLAWLOR@FSCO.COM,11/4/2024,,Invoice Posted,Manual,,
67,1,Quadrille Inc.,QUAA435Oyster,Fabric - ROLL,0,0,A435-0021,,86.61,86.61,0,,10/28/2024,BARI,10/28/2024,BLAWLOR@FSCO.COM,11/11/2024,,Invoice Posted,Manual,,
43,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 100Y","60"" Roll - ROLL",1.2,120,TV130-1126-100,,100,100,0,,8/23/2024,LIFTADMIN,8/22/2024,JMCDONOUGH2011@GMAIL.COM,10/8/2024,,Cancelled,Manual,,
37,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 100Y","60"" Roll - ROLL",3.63,1210,TV130-1126-100,,1000,1000,0,,7/26/2024,BLAWLOR@FSCO.COM,7/5/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
33,1,TWIL WALLCOVERINGS,BNY5004716 48y Ivory,"36"" Roll - ROLL",1108.8,7022.4,5004716YD,,19,19,0,,3/19/2024,PKEEFER@FSCO.COM,3/19/2024,LIFTADMIN,4/17/2024,123456,Invoice Posted,Manual,,
32,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1143.48,,TV130-1126-315,,,20,0,,3/19/2024,PKEEFER@FSCO.COM,3/19/2024,JMCDONOUGH2011@GMAIL.COM,4/11/2025,XYZ,Invoice Posted,Manual,,
31,1,ULINE,BOX 8x8x36 (Sisal),Shipping Supplies -,2.54,127,S-4483,,50,50,0,,3/18/2024,PKEEFER@FSCO.COM,3/18/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
30,1,OMNI W.C. INC,"BNYDG2061 60"" 250Y","60"" Roll - ROLL",3757.5,7515,DG-2061-PEEL,,6,6,0,,3/12/2024,PKEEFER@FSCO.COM,3/12/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
29,1,PALLET JUNCTION,Wooden Pallets 58x41,Shipping Supplies -,20,7040,58x41,,352,352,0,,3/7/2024,COCONNOR@FSCO.COM,3/7/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
28,1,OMNI W.C. INC,"BNYOM61Gold 30"" 50Y","30"" Roll - ROLL",1008,4032,OM-61-GOLD-MY-2022,,12,12,0,,3/6/2024,PKEEFER@FSCO.COM,3/6/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
27,1,OMNI W.C. INC,"BNYDG2061 60"" 250Y","60"" Roll - ROLL",3757.5,11272.5,DG-2061-PEEL,,9,9,0,,3/6/2024,PKEEFER@FSCO.COM,3/6/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
26,1,ULINE,12x12x60,Shipping Supplies -,7.1,213,S-4692,,30,30,0,,3/4/2024,PKEEFER@FSCO.COM,3/4/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
24,1,SENTEC INTERNATIONAL,DESARDI ECO FLEECE,"60"" Roll - ROLL",1650,7150,819265-1372,,13,13,0,,2/28/2024,PKEEFER@FSCO.COM,2/28/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
23,1,ULINE,8X8X60,Shipping Supplies -,5.18,233.1,S-4835,,45,45,0,,2/27/2024,PKEEFER@FSCO.COM,2/27/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
22,1,EPIC TEXTILES,BNYHampton,Fabric - ROLL,2317.5,3090,H58-734M,,4,4,0,,2/22/2024,COCONNOR@FSCO.COM,2/22/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
20,1,ULTRAFLEX,"HOSBaliHai 54"" 100Y","54"" Roll - ROLL",0,0,ULTRAFLEX-BALIHAI,,6,6,0,,2/21/2024,PKEEFER@FSCO.COM,2/21/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
19,1,ULINE,12x12x60,Shipping Supplies -,7.1,284,S-4692,,40,40,0,,2/21/2024,PKEEFER@FSCO.COM,2/21/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
18,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1143.48,52600.08,TV130-1126-315,,138,138,0,,2/20/2024,COCONNOR@FSCO.COM,2/20/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
17,1,ULTRAFLEX,"HOSBaliHai 54"" 100Y","54"" Roll - ROLL",3,2,ULTRAFLEX-BALIHAI,,2,2,0,,2/15/2024,PKEEFER@FSCO.COM,2/15/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
16,1,BREWSTER HOME FASIONS,BNY5004716 48y Brewster Ivory,"36"" Roll - ROLL",3,2,,,2,2,0,,2/15/2024,PKEEFER@FSCO.COM,2/15/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
15,1,OMNI W.C. INC,"BNYCPG7100 60"" 120Y","60"" Roll - ROLL",1260,4200,DG-2046-120,,10,10,0,,2/15/2024,PKEEFER@FSCO.COM,2/15/2024,JMCDONOUGH2011@GMAIL.COM,8/22/2025,testing,Invoice Posted,Manual,,
14,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1143.48,1905.8,TV130-1126-315,,5,5,0,,2/16/2024,COCONNOR@FSCO.COM,2/12/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
12,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1143.48,381.16,TV130-1126-315,,1,1,0,,2/16/2024,COCONNOR@FSCO.COM,2/9/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
11,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1143.48,381.16,TV130-1126-315,,1,1,0,,2/16/2024,COCONNOR@FSCO.COM,2/9/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
9,1,NEU KALISS SPZIALPAPIER,YDS Test,"60"" Roll - ROLL",3.63,52598.7,,,43470,43470,0,,1/20/2024,BNY LIFT ADMIN,1/17/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
285,2,OMNI W.C. INC,"BNYCPG7100 60"" 210Y","60"" Roll - ROLL",1.83,5490,CPG 7100 60”,,3000,3000,0,,8/20/2025,JMCDONOUGH2011@GMAIL.COM,8/6/2025,DFARLEY@FSCO.COM,8/19/2025,,Received Complete,Manual,,
274,3,OMNI W.C. INC,"PARCPG7101 30"" 500Y","30"" Roll - ROLL",2.97,1485,CPG7101,,500,500,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,JMCDONOUGH2011@GMAIL.COM,9/26/2025,,Received Complete,Manual,,
270,2,DYE INTO PRINT,SLF-KIM-SKY,TEMP - SHEET,13.5,135,SLF-KIM-SKY,,10,10,0,,8/8/2025,MMUNK@FSCO.COM,7/23/2025,MMUNK@FSCO.COM,8/12/2025,,Received Complete,Manual,,
265,2,DYE INTO PRINT,SLF-WIN-VIN,TEMP - SHEET,11,220,SLF-WIN-VIN,,20,20,0,,7/28/2025,MMUNK@FSCO.COM,7/21/2025,MMUNK@FSCO.COM,9/4/2025,,Received Complete,Manual,,
265,3,DYE INTO PRINT,SLF-WIN-OLI,TEMP - SHEET,11,220,slf-win-oli,,20,20,0,,7/28/2025,MMUNK@FSCO.COM,7/21/2025,MMUNK@FSCO.COM,9/4/2025,,Received Complete,Manual,,
252,2,DYE INTO PRINT,SLF-KIM-SKY,TEMP - SHEET,9.25,1850,SLF-KIM-SKY,,200,205,0,,7/11/2025,MMUNK@FSCO.COM,6/16/2025,MMUNK@FSCO.COM,9/4/2025,,Received Complete,Manual,,
235,2,OMNI W.C. INC,"PARCPG7101 30"" 500Y","30"" Roll - ROLL",0.99,2475,CPG7101,,2500,2500,0,,8/15/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,DFARLEY@FSCO.COM,8/14/2025,,Received Complete,Manual,,
235,3,OMNI W.C. INC,"PARCPG7100 30"" 500Y","30"" Roll - ROLL",0.87,4350,CPG7100-30,,5000,5000,0,,8/15/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,DFARLEY@FSCO.COM,8/14/2025,,Received Complete,Manual,,
234,3,OMNI W.C. INC,"PAROM60 Silver 30"" 50Y","30"" Roll - ROLL",3.66,915,OM SILVER,,250,250,0,,7/28/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
234,4,OMNI W.C. INC,"PARCPG7101 30"" 500Y","30"" Roll - ROLL",0.99,1980,CPG7101,,2000,2000,0,,7/28/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
219,2,OMNI W.C. INC,"PARCPG7101 30"" 500Y","30"" Roll - ROLL",0.99,3960,CPG7101,,4000,4000,0,,6/30/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,JMCDONOUGH2011@GMAIL.COM,8/13/2025,,Received Complete,Manual,,
219,3,OMNI W.C. INC,"PAROM01 30"" 250Y","30"" Roll - ROLL",1.59,779.1,OM01,,490,490,0,,6/30/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,JMCDONOUGH2011@GMAIL.COM,8/13/2025,,Partially Received,Manual,,
219,4,OMNI W.C. INC,"PARGR-FS-5006922 30"" 500Y","30"" Roll - ROLL",1.11,1665,GR-FS-5006922,,1500,1500,0,,6/30/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,JMCDONOUGH2011@GMAIL.COM,8/13/2025,,Received Complete,Manual,,
219,6,OMNI W.C. INC,"PAROM01 30"" 250Y","30"" Roll - ROLL",1.59,1605.9,OM01,,1010,1350,0,,7/15/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,JMCDONOUGH2011@GMAIL.COM,8/13/2025,,Received Complete,Manual,,
218,2,OMNI W.C. INC,"PARCPG7101 30"" 500Y","30"" Roll - ROLL",0.99,4455,CPG7101,,4500,4500,0,,5/30/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,JMCDONOUGH2011@GMAIL.COM,9/12/2025,,Received Complete,Manual,,
218,3,OMNI W.C. INC,"PAROM01 30"" 250Y","30"" Roll - ROLL",1.59,4770,OM01,,3000,3106,0,,5/22/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,JMCDONOUGH2011@GMAIL.COM,9/12/2025,,Received Complete,Manual,,
218,4,OMNI W.C. INC,"PARGR-FS-5006922 30"" 500Y","30"" Roll - ROLL",1.11,1665,GR-FS-5006922,,1500,1500,0,,5/30/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,JMCDONOUGH2011@GMAIL.COM,9/12/2025,,Received Complete,Manual,,
218,6,OMNI W.C. INC,"PARCPG7100 40"" 250Y","40"" Roll - ROLL",1.83,2745,CPG7100-40,,1500,1500,0,,5/22/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,JMCDONOUGH2011@GMAIL.COM,9/12/2025,,Received Complete,Manual,,
218,7,OMNI W.C. INC,"PARCPG7113 60"" 500Y","60"" Roll - ROLL",1.8,900,CPG7113-60,,500,500,0,,5/22/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,JMCDONOUGH2011@GMAIL.COM,9/12/2025,,Received Complete,Manual,,
216,2,P K TEXTILES LIMITED,PARThar (Sesame),Fabric - ROLL,14.58,7290,THAR SESAME,,500,607.28,0,,4/30/2025,DFARLEY@FSCO.COM,4/29/2025,DFARLEY@FSCO.COM,5/14/2025,,Received Complete,Manual,,
175,2,DYE INTO PRINT,TEST YARDAGE- VISCOSITY POLY,TEMP - SHEET,13.5,135,TEST YD-VISCOSITY,,10,10,0,,4/1/2025,MMUNK@FSCO.COM,3/5/2025,MMUNK@FSCO.COM,5/6/2025,,Received Complete,Manual,,
150,4,DYE INTO PRINT,SLF-LIL-PIS_DIP,TEMP - SHEET,8.95,895,SLF-LIL-PIS_DIP,,100,100,0,,3/7/2025,MMUNK@FSCO.COM,2/11/2025,MMUNK@FSCO.COM,5/6/2025,,Received Complete,Manual,,
71,2,TWIL WALLCOVERINGS,PAR5004712 Peacock,"36"" Roll - ROLL",7.71,2960.64,5004712,,384,384,0,,10/29/2024,BARI,10/28/2024,BLAWLOR@FSCO.COM,11/4/2024,,Received Complete,Manual,,
71,3,TWIL WALLCOVERINGS,PAR5010850 Sand,"36"" Roll - ROLL",7.71,185.04,5010850,,24,24,0,,10/29/2024,BARI,10/28/2024,BLAWLOR@FSCO.COM,11/4/2024,,Received Complete,Manual,,
71,4,TWIL WALLCOVERINGS,PAR5004715 Jet,"36"" Roll - ROLL",7.71,1850.4,SG2205,,240,240,0,,10/29/2024,BARI,10/28/2024,BLAWLOR@FSCO.COM,11/4/2024,,Received Complete,Manual,,
71,5,TWIL WALLCOVERINGS,PAR5004721 Plum,"36"" Roll - ROLL",7.71,1110.24,5004721,,144,144,0,,10/29/2024,BARI,10/28/2024,BLAWLOR@FSCO.COM,11/4/2024,,Received Complete,Manual,,
71,6,TWIL WALLCOVERINGS,PAR5004718 Haze,"36"" Roll - ROLL",7.44,1785.6,5004718,,240,240,0,,10/29/2024,BARI,10/28/2024,BLAWLOR@FSCO.COM,11/4/2024,,Received Complete,Manual,,
71,7,TWIL WALLCOVERINGS,PAR5004706 Cornflower,"36"" Roll - ROLL",7.44,2856.96,5004706,,384,384,0,,10/29/2024,BARI,10/28/2024,BLAWLOR@FSCO.COM,11/4/2024,,Received Complete,Manual,,
70,2,"P+W International Co., Ltd.",PNW5004716 Ivory,"36"" Roll - ROLL",4.65,1334.55,5004716,,287,287,0,,10/29/2024,BARI,10/28/2024,BARI,10/28/2024,,Received Complete,Manual,,
67,2,Quadrille Inc.,"QUAOM01 30"" 250Y","30"" Roll - ROLL",0,0,OM01,,250,250,0,,10/28/2024,BARI,10/28/2024,BLAWLOR@FSCO.COM,11/11/2024,,Received Complete,Manual,,
67,3,Quadrille Inc.,"QUAOM07 30"" 250Y","30"" Roll - ROLL",0,0,OM07,,225,225,0,,10/28/2024,BARI,10/28/2024,BLAWLOR@FSCO.COM,11/11/2024,,Received Complete,Manual,,
44,2,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 200Y","60"" Roll - ROLL",1.2,720,TV130-1126-200,,600,600,0,,8/22/2024,LIFTADMIN,8/22/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
43,2,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 100Y","60"" Roll - ROLL",1.2,120,TV130-1126-100,,100,100,0,,8/23/2024,LIFTADMIN,8/22/2024,JMCDONOUGH2011@GMAIL.COM,10/8/2024,,Cancelled,Manual,,
43,3,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 100Y","60"" Roll - ROLL",1.2,120,TV130-1126-100,,100,100,0,,8/26/2024,LIFTADMIN,8/22/2024,JMCDONOUGH2011@GMAIL.COM,10/8/2024,,Cancelled,Manual,,
31,3,ULINE,12x12x60,Shipping Supplies -,7.1,142,S-4692,,20,20,0,,3/18/2024,PKEEFER@FSCO.COM,3/18/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
31,4,ULINE,8X8X60,Shipping Supplies -,5.18,155.4,S-4835,,30,30,0,,3/18/2024,PKEEFER@FSCO.COM,3/18/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
15,2,OMNI W.C. INC,"BNYCPG7100 60"" 210Y","60"" Roll - ROLL",2205,15435,CPG 7100 60”,,21,21,0,,2/15/2024,PKEEFER@FSCO.COM,2/15/2024,JMCDONOUGH2011@GMAIL.COM,8/22/2025,testing,Invoice Posted,Manual,,
283,2,OMNI W.C. INC,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1.5,5385,,,3590,3590,0,,8/21/2025,BLAWLOR@FSCO.COM,8/4/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Partially Received,Manual,,
262,2,Brooklyn Navy Yard,5018110-BNY,"60"" Roll - ROLL",9,5400,5018110-BNY,,600,600,0,,7/15/2025,BLAWLOR@FSCO.COM,7/15/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,,Received Complete,Manual,,
260,2,Brooklyn Navy Yard,ENG5018110W-72-BNY,"60"" Roll - ROLL",14.01,280.2,ENG5018110W-72-BNY,,20,20,0,,7/15/2025,BLAWLOR@FSCO.COM,7/15/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,,Received Complete,Manual,,
259,2,Brooklyn Navy Yard,Palazzo Memos - MS5018110-BNY Antique,"60"" Roll - ROLL",14.43,1298.7,MS5018110-BNY,,90,90,0,,7/15/2025,BLAWLOR@FSCO.COM,7/15/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,,Received Complete,Manual,,
254,2,TWIL WALLCOVERINGS,PNW5008840 PAPERWEAVE (WHITE),"36"" Roll - ROLL",7.71,370.08,5008840,,48,48,0,,6/27/2025,BLAWLOR@FSCO.COM,6/17/2025,DFARLEY@FSCO.COM,7/10/2025,,Received Complete,Manual,,
242,4,TWIL WALLCOVERINGS,PARSG2207RSP (LIGHT BROWN),"36"" Roll - ROLL",7.71,4903.56,SG2207,,636,636,0,,6/13/2025,BLAWLOR@FSCO.COM,6/5/2025,DFARLEY@FSCO.COM,6/16/2025,,Received Complete,Manual,,
242,5,TWIL WALLCOVERINGS,PARSG2203 Brown,"36"" Roll - ROLL",7.71,185.04,SG2203,,24,24,0,,6/13/2025,BLAWLOR@FSCO.COM,6/5/2025,DFARLEY@FSCO.COM,6/16/2025,,Received Complete,Manual,,
242,6,TWIL WALLCOVERINGS,PARNAT4108RSP Angora,"36"" Roll - ROLL",7.71,11102.4,4108RSP Angora,,1440,1440,0,,6/13/2025,BLAWLOR@FSCO.COM,6/5/2025,DFARLEY@FSCO.COM,6/16/2025,,Received Complete,Manual,,
230,2,Griswold,PARSailcloth (Natural),Fabric - ROLL,8.01,16020,SAILCLOTH NATURAL,,2000,2000,0,,8/1/2025,BLAWLOR@FSCO.COM,5/19/2025,DFARLEY@FSCO.COM,7/21/2025,,Received Complete,Manual,,
